"Date","Visit","Home","DH","Rain","Away_Score","Home_Score"
2017-06-19,"MIA","ATL",NA,NA,NA,NA
2017-06-19,"CHN","PIT",NA,NA,NA,NA
2017-06-19,"LAN","CIN",NA,NA,NA,NA
2017-06-19,"SF","COL",NA,NA,NA,NA
2017-06-19,"SD","MIL",NA,NA,NA,NA
2017-06-19,"WAS","NYN",NA,NA,NA,NA
2017-06-20,"STL","BAL",NA,NA,NA,NA
2017-06-20,"BOS","HOU",NA,NA,NA,NA
2017-06-20,"CHA","TOR",NA,NA,NA,NA
2017-06-20,"CLE","MIN",NA,NA,NA,NA
2017-06-20,"TB","DET",NA,NA,NA,NA
2017-06-20,"KC","LAA",NA,NA,NA,NA
2017-06-20,"NYA","OAK",NA,NA,NA,NA
2017-06-20,"SEA","TEX",NA,NA,NA,NA
2017-06-20,"ARI","PHI",NA,NA,NA,NA
2017-06-20,"MIA","ATL",NA,NA,NA,NA
2017-06-20,"CHN","PIT",NA,NA,NA,NA
2017-06-20,"LAN","CIN",NA,NA,NA,NA
2017-06-20,"SF","COL",NA,NA,NA,NA
2017-06-20,"SD","MIL",NA,NA,NA,NA
2017-06-20,"WAS","NYN",NA,NA,NA,NA
2017-06-21,"STL","BAL",NA,NA,NA,NA
2017-06-21,"BOS","HOU",NA,NA,NA,NA
2017-06-21,"CHA","TOR",NA,NA,NA,NA
2017-06-21,"CLE","MIN",NA,NA,NA,NA
2017-06-21,"TB","DET",NA,NA,NA,NA
2017-06-21,"KC","LAA",NA,NA,NA,NA
2017-06-21,"NYA","OAK",NA,NA,NA,NA
2017-06-21,"SEA","TEX",NA,NA,NA,NA
2017-06-21,"ARI","PHI",NA,NA,NA,NA
2017-06-21,"MIA","ATL",NA,NA,NA,NA
2017-06-21,"CHN","PIT",NA,NA,NA,NA
2017-06-21,"LAN","CIN",NA,NA,NA,NA
2017-06-21,"SF","COL",NA,NA,NA,NA
2017-06-21,"SD","MIL",NA,NA,NA,NA
2017-06-21,"WAS","NYN",NA,NA,NA,NA
2017-06-22,"CLE","BAL",NA,NA,NA,NA
2017-06-22,"BOS","KC",NA,NA,NA,NA
2017-06-22,"DET","SEA",NA,NA,NA,NA
2017-06-22,"HOU","OAK",NA,NA,NA,NA
2017-06-22,"CIN","TB",NA,NA,NA,NA
2017-06-22,"TOR","TEX",NA,NA,NA,NA
2017-06-22,"SF","ATL",NA,NA,NA,NA
2017-06-22,"SD","CHN",NA,NA,NA,NA
2017-06-22,"NYN","LAN",NA,NA,NA,NA
2017-06-22,"WAS","MIA",NA,NA,NA,NA
2017-06-22,"PIT","MIL",NA,NA,NA,NA
2017-06-23,"CLE","BAL",NA,NA,NA,NA
2017-06-23,"BOS","KC",NA,NA,NA,NA
2017-06-23,"CHA","MIN",NA,NA,NA,NA
2017-06-23,"DET","SEA",NA,NA,NA,NA
2017-06-23,"HOU","OAK",NA,NA,NA,NA
2017-06-23,"LAA","NYA",NA,NA,NA,NA
2017-06-23,"CIN","TB",NA,NA,NA,NA
2017-06-23,"TOR","TEX",NA,NA,NA,NA
2017-06-23,"ARI","COL",NA,NA,NA,NA
2017-06-23,"SF","ATL",NA,NA,NA,NA
2017-06-23,"SD","CHN",NA,NA,NA,NA
2017-06-23,"NYN","LAN",NA,NA,NA,NA
2017-06-23,"WAS","MIA",NA,NA,NA,NA
2017-06-23,"PIT","MIL",NA,NA,NA,NA
2017-06-23,"STL","PHI",NA,NA,NA,NA
2017-06-24,"CLE","BAL",NA,NA,NA,NA
2017-06-24,"BOS","KC",NA,NA,NA,NA
2017-06-24,"CHA","MIN",NA,NA,NA,NA
2017-06-24,"DET","SEA",NA,NA,NA,NA
2017-06-24,"HOU","OAK",NA,NA,NA,NA
2017-06-24,"LAA","NYA",NA,NA,NA,NA
2017-06-24,"CIN","TB",NA,NA,NA,NA
2017-06-24,"TOR","TEX",NA,NA,NA,NA
2017-06-24,"ARI","COL",NA,NA,NA,NA
2017-06-24,"SF","ATL",NA,NA,NA,NA
2017-06-24,"SD","CHN",NA,NA,NA,NA
2017-06-24,"NYN","LAN",NA,NA,NA,NA
2017-06-24,"WAS","MIA",NA,NA,NA,NA
2017-06-24,"PIT","MIL",NA,NA,NA,NA
2017-06-24,"STL","PHI",NA,NA,NA,NA
2017-06-25,"CLE","BAL",NA,NA,NA,NA
2017-06-25,"CHA","MIN",NA,NA,NA,NA
2017-06-25,"DET","SEA",NA,NA,NA,NA
2017-06-25,"HOU","OAK",NA,NA,NA,NA
2017-06-25,"LAA","NYA",NA,NA,NA,NA
2017-06-25,"TOR","TEX",NA,NA,NA,NA
2017-06-25,"ARI","COL",NA,NA,NA,NA
2017-06-25,"SF","ATL",NA,NA,NA,NA
2017-06-25,"CHN","MIA",NA,NA,NA,NA
2017-06-25,"NYN","LAN",NA,NA,NA,NA
2017-06-25,"PIT","MIL",NA,NA,NA,NA
2017-06-25,"STL","PHI",NA,NA,NA,NA
2017-06-26,"BAL","TB",NA,NA,NA,NA
2017-06-26,"LAA","BOS",NA,NA,NA,NA
2017-06-26,"OAK","CHA",NA,NA,NA,NA
2017-06-26,"MIN","CLE",NA,NA,NA,NA
2017-06-26,"DET","SD",NA,NA,NA,NA
2017-06-26,"HOU","SEA",NA,NA,NA,NA
2017-06-26,"TOR","KC",NA,NA,NA,NA
2017-06-26,"TEX","NYA",NA,NA,NA,NA
2017-06-26,"PHI","ARI",NA,NA,NA,NA
2017-06-26,"MIL","ATL",NA,NA,NA,NA
2017-06-26,"CHN","MIA",NA,NA,NA,NA
2017-06-26,"CIN","WAS",NA,NA,NA,NA
2017-06-26,"COL","LAN",NA,NA,NA,NA
2017-06-26,"NYN","SF",NA,NA,NA,NA
2017-06-26,"PIT","STL",NA,NA,NA,NA
2017-06-27,"BAL","TB",NA,NA,NA,NA
2017-06-27,"LAA","BOS",NA,NA,NA,NA
2017-06-27,"OAK","CHA",NA,NA,NA,NA
2017-06-27,"MIN","CLE",NA,NA,NA,NA
2017-06-27,"DET","SD",NA,NA,NA,NA
2017-06-27,"HOU","SEA",NA,NA,NA,NA
2017-06-27,"TOR","KC",NA,NA,NA,NA
2017-06-27,"TEX","NYA",NA,NA,NA,NA
2017-06-27,"PHI","ARI",NA,NA,NA,NA
2017-06-27,"MIL","ATL",NA,NA,NA,NA
2017-06-27,"CHN","MIA",NA,NA,NA,NA
2017-06-27,"CIN","WAS",NA,NA,NA,NA
2017-06-27,"COL","LAN",NA,NA,NA,NA
2017-06-27,"NYN","SF",NA,NA,NA,NA
2017-06-27,"PIT","STL",NA,NA,NA,NA
2017-06-28,"BAL","TB",NA,NA,NA,NA
2017-06-28,"LAA","BOS",NA,NA,NA,NA
2017-06-28,"OAK","CHA",NA,NA,NA,NA
2017-06-28,"MIN","CLE",NA,NA,NA,NA
2017-06-28,"DET","SD",NA,NA,NA,NA
2017-06-28,"HOU","SEA",NA,NA,NA,NA
2017-06-28,"TOR","KC",NA,NA,NA,NA
2017-06-28,"TEX","NYA",NA,NA,NA,NA
2017-06-28,"PHI","ARI",NA,NA,NA,NA
2017-06-28,"MIL","ATL",NA,NA,NA,NA
2017-06-28,"CHN","MIA",NA,NA,NA,NA
2017-06-28,"CIN","WAS",NA,NA,NA,NA
2017-06-28,"COL","LAN",NA,NA,NA,NA
2017-06-28,"NYN","SF",NA,NA,NA,NA
2017-06-28,"PIT","STL",NA,NA,NA,NA
2017-06-29,"MIN","BOS",NA,NA,NA,NA
2017-06-29,"NYA","CHA",NA,NA,NA,NA
2017-06-29,"TEX","CLE",NA,NA,NA,NA
2017-06-29,"LAA","LAN",NA,NA,NA,NA
2017-06-29,"PHI","ARI",NA,NA,NA,NA
2017-06-29,"CHN","WAS",NA,NA,NA,NA
2017-06-29,"COL","SF",NA,NA,NA,NA
2017-06-30,"BAL","TOR",NA,NA,NA,NA
2017-06-30,"MIN","BOS",NA,NA,NA,NA
2017-06-30,"NYA","CHA",NA,NA,NA,NA
2017-06-30,"TEX","CLE",NA,NA,NA,NA
2017-06-30,"KC","DET",NA,NA,NA,NA
2017-06-30,"OAK","HOU",NA,NA,NA,NA
2017-06-30,"LAA","LAN",NA,NA,NA,NA
2017-06-30,"PHI","SEA",NA,NA,NA,NA
2017-06-30,"TB","PIT",NA,NA,NA,NA
2017-06-30,"STL","ARI",NA,NA,NA,NA
2017-06-30,"ATL","SD",NA,NA,NA,NA
2017-06-30,"CHN","WAS",NA,NA,NA,NA
2017-06-30,"MIL","CIN",NA,NA,NA,NA
2017-06-30,"COL","SF",NA,NA,NA,NA
2017-06-30,"NYN","MIA",NA,NA,NA,NA
2017-07-01,"BAL","TOR",NA,NA,NA,NA
2017-07-01,"MIN","BOS",NA,NA,NA,NA
2017-07-01,"NYA","CHA",NA,NA,NA,NA
2017-07-01,"TEX","CLE",NA,NA,NA,NA
2017-07-01,"KC","DET",NA,NA,NA,NA
2017-07-01,"OAK","HOU",NA,NA,NA,NA
2017-07-01,"LAN","LAA",NA,NA,NA,NA
2017-07-01,"PHI","SEA",NA,NA,NA,NA
2017-07-01,"TB","PIT",NA,NA,NA,NA
2017-07-01,"STL","ARI",NA,NA,NA,NA
2017-07-01,"ATL","SD",NA,NA,NA,NA
2017-07-01,"CHN","WAS",NA,NA,NA,NA
2017-07-01,"MIL","CIN",NA,NA,NA,NA
2017-07-01,"COL","SF",NA,NA,NA,NA
2017-07-01,"NYN","MIA",NA,NA,NA,NA
2017-07-02,"BAL","TOR",NA,NA,NA,NA
2017-07-02,"MIN","BOS",NA,NA,NA,NA
2017-07-02,"NYA","CHA",NA,NA,NA,NA
2017-07-02,"TEX","CLE",NA,NA,NA,NA
2017-07-02,"KC","DET",NA,NA,NA,NA
2017-07-02,"OAK","HOU",NA,NA,NA,NA
2017-07-02,"LAN","LAA",NA,NA,NA,NA
2017-07-02,"TB","PIT",NA,NA,NA,NA
2017-07-02,"STL","ARI",NA,NA,NA,NA
2017-07-02,"ATL","SD",NA,NA,NA,NA
2017-07-02,"CHN","WAS",NA,NA,NA,NA
2017-07-02,"MIL","CIN",NA,NA,NA,NA
2017-07-02,"NYN","MIA",NA,NA,NA,NA
2017-07-03,"TB","BAL",NA,NA,NA,NA
2017-07-03,"BOS","TOR",NA,NA,NA,NA
2017-07-03,"TEX","CHA",NA,NA,NA,NA
2017-07-03,"CLE","DET",NA,NA,NA,NA
2017-07-03,"NYA","HOU",NA,NA,NA,NA
2017-07-03,"MIN","KC",NA,NA,NA,NA
2017-07-03,"SEA","LAA",NA,NA,NA,NA
2017-07-03,"ATL","OAK",NA,NA,NA,NA
2017-07-03,"COL","ARI",NA,NA,NA,NA
2017-07-03,"CHN","CIN",NA,NA,NA,NA
2017-07-03,"LAN","SD",NA,NA,NA,NA
2017-07-03,"MIA","MIL",NA,NA,NA,NA
2017-07-03,"PHI","NYN",NA,NA,NA,NA
2017-07-03,"SF","PIT",NA,NA,NA,NA
2017-07-03,"WAS","STL",NA,NA,NA,NA
2017-07-04,"TB","BAL",NA,NA,NA,NA
2017-07-04,"BOS","TOR",NA,NA,NA,NA
2017-07-04,"TEX","CHA",NA,NA,NA,NA
2017-07-04,"CLE","DET",NA,NA,NA,NA
2017-07-04,"NYA","HOU",NA,NA,NA,NA
2017-07-04,"MIN","KC",NA,NA,NA,NA
2017-07-04,"SEA","LAA",NA,NA,NA,NA
2017-07-04,"ATL","OAK",NA,NA,NA,NA
2017-07-04,"COL","ARI",NA,NA,NA,NA
2017-07-04,"CHN","CIN",NA,NA,NA,NA
2017-07-04,"LAN","SD",NA,NA,NA,NA
2017-07-04,"MIA","MIL",NA,NA,NA,NA
2017-07-04,"PHI","NYN",NA,NA,NA,NA
2017-07-04,"SF","PIT",NA,NA,NA,NA
2017-07-04,"WAS","STL",NA,NA,NA,NA
2017-07-05,"TB","BAL",NA,NA,NA,NA
2017-07-05,"BOS","TOR",NA,NA,NA,NA
2017-07-05,"TEX","CHA",NA,NA,NA,NA
2017-07-05,"CLE","DET",NA,NA,NA,NA
2017-07-05,"NYA","HOU",NA,NA,NA,NA
2017-07-05,"MIN","KC",NA,NA,NA,NA
2017-07-05,"SEA","LAA",NA,NA,NA,NA
2017-07-05,"ATL","OAK",NA,NA,NA,NA
2017-07-05,"COL","ARI",NA,NA,NA,NA
2017-07-05,"CHN","CIN",NA,NA,NA,NA
2017-07-05,"LAN","SD",NA,NA,NA,NA
2017-07-05,"MIA","MIL",NA,NA,NA,NA
2017-07-05,"PHI","NYN",NA,NA,NA,NA
2017-07-05,"SF","PIT",NA,NA,NA,NA
2017-07-05,"WAS","STL",NA,NA,NA,NA
2017-07-06,"BAL","MIL",NA,NA,NA,NA
2017-07-06,"BOS","TEX",NA,NA,NA,NA
2017-07-06,"CHA","OAK",NA,NA,NA,NA
2017-07-06,"KC","SEA",NA,NA,NA,NA
2017-07-06,"LAA","MIN",NA,NA,NA,NA
2017-07-06,"TOR","NYA",NA,NA,NA,NA
2017-07-06,"CIN","COL",NA,NA,NA,NA
2017-07-06,"MIA","STL",NA,NA,NA,NA
2017-07-06,"NYN","WAS",NA,NA,NA,NA
2017-07-06,"PIT","PHI",NA,NA,NA,NA
2017-07-07,"BAL","MIL",NA,NA,NA,NA
2017-07-07,"BOS","TEX",NA,NA,NA,NA
2017-07-07,"CHA","OAK",NA,NA,NA,NA
2017-07-07,"SD","CLE",NA,NA,NA,NA
2017-07-07,"SF","DET",NA,NA,NA,NA
2017-07-07,"HOU","ATL",NA,NA,NA,NA
2017-07-07,"KC","SEA",NA,NA,NA,NA
2017-07-07,"LAA","MIN",NA,NA,NA,NA
2017-07-07,"TOR","NYA",NA,NA,NA,NA
2017-07-07,"TB","CHN",NA,NA,NA,NA
2017-07-07,"ARI","LAN",NA,NA,NA,NA
2017-07-07,"CIN","COL",NA,NA,NA,NA
2017-07-07,"MIA","STL",NA,NA,NA,NA
2017-07-07,"NYN","WAS",NA,NA,NA,NA
2017-07-07,"PIT","PHI",NA,NA,NA,NA
2017-07-08,"BAL","MIL",NA,NA,NA,NA
2017-07-08,"BOS","TEX",NA,NA,NA,NA
2017-07-08,"CHA","OAK",NA,NA,NA,NA
2017-07-08,"SD","CLE",NA,NA,NA,NA
2017-07-08,"SF","DET",NA,NA,NA,NA
2017-07-08,"HOU","ATL",NA,NA,NA,NA
2017-07-08,"KC","SEA",NA,NA,NA,NA
2017-07-08,"LAA","MIN",NA,NA,NA,NA
2017-07-08,"TOR","NYA",NA,NA,NA,NA
2017-07-08,"TB","CHN",NA,NA,NA,NA
2017-07-08,"ARI","LAN",NA,NA,NA,NA
2017-07-08,"CIN","COL",NA,NA,NA,NA
2017-07-08,"MIA","STL",NA,NA,NA,NA
2017-07-08,"NYN","WAS",NA,NA,NA,NA
2017-07-08,"PIT","PHI",NA,NA,NA,NA
2017-07-09,"BAL","MIN",NA,NA,NA,NA
2017-07-09,"BOS","TB",NA,NA,NA,NA
2017-07-09,"SD","CLE",NA,NA,NA,NA
2017-07-09,"SF","DET",NA,NA,NA,NA
2017-07-09,"HOU","TOR",NA,NA,NA,NA
2017-07-09,"OAK","SEA",NA,NA,NA,NA
2017-07-09,"ARI","LAN",NA,NA,NA,NA
2017-07-09,"ATL","WAS",NA,NA,NA,NA
2017-07-09,"CIN","COL",NA,NA,NA,NA
2017-07-09,"MIA","STL",NA,NA,NA,NA
2017-07-09,"PIT","PHI",NA,NA,NA,NA
2017-07-10,"BAL","MIN",NA,NA,NA,NA
2017-07-10,"BOS","TB",NA,NA,NA,NA
2017-07-10,"CHA","COL",NA,NA,NA,NA
2017-07-10,"DET","CLE",NA,NA,NA,NA
2017-07-10,"HOU","TOR",NA,NA,NA,NA
2017-07-10,"KC","LAN",NA,NA,NA,NA
2017-07-10,"LAA","TEX",NA,NA,NA,NA
2017-07-10,"MIL","NYA",NA,NA,NA,NA
2017-07-10,"OAK","SEA",NA,NA,NA,NA
2017-07-10,"CIN","ARI",NA,NA,NA,NA
2017-07-10,"ATL","WAS",NA,NA,NA,NA
2017-07-10,"PIT","CHN",NA,NA,NA,NA
2017-07-10,"MIA","SF",NA,NA,NA,NA
2017-07-10,"NYN","STL",NA,NA,NA,NA
2017-07-10,"SD","PHI",NA,NA,NA,NA
2017-07-11,"BAL","MIN",NA,NA,NA,NA
2017-07-11,"BOS","TB",NA,NA,NA,NA
2017-07-11,"CHA","COL",NA,NA,NA,NA
2017-07-11,"DET","CLE",NA,NA,NA,NA
2017-07-11,"HOU","TOR",NA,NA,NA,NA
2017-07-11,"KC","LAN",NA,NA,NA,NA
2017-07-11,"LAA","TEX",NA,NA,NA,NA
2017-07-11,"MIL","NYA",NA,NA,NA,NA
2017-07-11,"OAK","SEA",NA,NA,NA,NA
2017-07-11,"CIN","ARI",NA,NA,NA,NA
2017-07-11,"ATL","WAS",NA,NA,NA,NA
2017-07-11,"PIT","CHN",NA,NA,NA,NA
2017-07-11,"MIA","SF",NA,NA,NA,NA
2017-07-11,"NYN","STL",NA,NA,NA,NA
2017-07-11,"SD","PHI",NA,NA,NA,NA
2017-07-12,"BAL","MIN",NA,NA,NA,NA
2017-07-12,"BOS","TB",NA,NA,NA,NA
2017-07-12,"CHA","COL",NA,NA,NA,NA
2017-07-12,"DET","CLE",NA,NA,NA,NA
2017-07-12,"HOU","TOR",NA,NA,NA,NA
2017-07-12,"KC","LAN",NA,NA,NA,NA
2017-07-12,"LAA","TEX",NA,NA,NA,NA
2017-07-12,"MIL","NYA",NA,NA,NA,NA
2017-07-12,"OAK","SEA",NA,NA,NA,NA
2017-07-12,"CIN","ARI",NA,NA,NA,NA
2017-07-12,"ATL","WAS",NA,NA,NA,NA
2017-07-12,"PIT","CHN",NA,NA,NA,NA
2017-07-12,"MIA","SF",NA,NA,NA,NA
2017-07-12,"NYN","STL",NA,NA,NA,NA
2017-07-12,"SD","PHI",NA,NA,NA,NA
2017-07-17,"CHN","BAL",NA,NA,NA,NA
2017-07-17,"NYA","BOS",NA,NA,NA,NA
2017-07-17,"SEA","CHA",NA,NA,NA,NA
2017-07-17,"CLE","OAK",NA,NA,NA,NA
2017-07-17,"TOR","DET",NA,NA,NA,NA
2017-07-17,"MIN","HOU",NA,NA,NA,NA
2017-07-17,"TEX","KC",NA,NA,NA,NA
2017-07-17,"TB","LAA",NA,NA,NA,NA
2017-07-17,"ARI","ATL",NA,NA,NA,NA
2017-07-17,"WAS","CIN",NA,NA,NA,NA
2017-07-17,"COL","NYN",NA,NA,NA,NA
2017-07-17,"LAN","MIA",NA,NA,NA,NA
2017-07-17,"PHI","MIL",NA,NA,NA,NA
2017-07-17,"STL","PIT",NA,NA,NA,NA
2017-07-17,"SF","SD",NA,NA,NA,NA
2017-07-18,"CHN","BAL",NA,NA,NA,NA
2017-07-18,"NYA","BOS",NA,NA,NA,NA
2017-07-18,"SEA","CHA",NA,NA,NA,NA
2017-07-18,"CLE","OAK",NA,NA,NA,NA
2017-07-18,"TOR","DET",NA,NA,NA,NA
2017-07-18,"MIN","HOU",NA,NA,NA,NA
2017-07-18,"TEX","KC",NA,NA,NA,NA
2017-07-18,"TB","LAA",NA,NA,NA,NA
2017-07-18,"ARI","ATL",NA,NA,NA,NA
2017-07-18,"WAS","CIN",NA,NA,NA,NA
2017-07-18,"COL","NYN",NA,NA,NA,NA
2017-07-18,"LAN","MIA",NA,NA,NA,NA
2017-07-18,"PHI","MIL",NA,NA,NA,NA
2017-07-18,"STL","PIT",NA,NA,NA,NA
2017-07-18,"SF","SD",NA,NA,NA,NA
2017-07-19,"CHN","BAL",NA,NA,NA,NA
2017-07-19,"NYA","BOS",NA,NA,NA,NA
2017-07-19,"SEA","CHA",NA,NA,NA,NA
2017-07-19,"CLE","OAK",NA,NA,NA,NA
2017-07-19,"TOR","DET",NA,NA,NA,NA
2017-07-19,"MIN","HOU",NA,NA,NA,NA
2017-07-19,"TEX","KC",NA,NA,NA,NA
2017-07-19,"TB","LAA",NA,NA,NA,NA
2017-07-19,"ARI","ATL",NA,NA,NA,NA
2017-07-19,"WAS","CIN",NA,NA,NA,NA
2017-07-19,"COL","NYN",NA,NA,NA,NA
2017-07-19,"LAN","MIA",NA,NA,NA,NA
2017-07-19,"PHI","MIL",NA,NA,NA,NA
2017-07-19,"STL","PIT",NA,NA,NA,NA
2017-07-19,"SF","SD",NA,NA,NA,NA
2017-07-20,"TEX","BAL",NA,NA,NA,NA
2017-07-20,"TOR","BOS",NA,NA,NA,NA
2017-07-20,"CLE","SF",NA,NA,NA,NA
2017-07-20,"DET","KC",NA,NA,NA,NA
2017-07-20,"SEA","HOU",NA,NA,NA,NA
2017-07-20,"NYA","MIN",NA,NA,NA,NA
2017-07-20,"TB","OAK",NA,NA,NA,NA
2017-07-20,"CHN","ATL",NA,NA,NA,NA
2017-07-20,"WAS","CIN",NA,NA,NA,NA
2017-07-20,"SD","COL",NA,NA,NA,NA
2017-07-20,"PHI","MIA",NA,NA,NA,NA
2017-07-20,"MIL","PIT",NA,NA,NA,NA
2017-07-20,"STL","NYN",NA,NA,NA,NA
2017-07-21,"TEX","BAL",NA,NA,NA,NA
2017-07-21,"TOR","BOS",NA,NA,NA,NA
2017-07-21,"LAN","CHA",NA,NA,NA,NA
2017-07-21,"CLE","SF",NA,NA,NA,NA
2017-07-21,"DET","KC",NA,NA,NA,NA
2017-07-21,"SEA","HOU",NA,NA,NA,NA
2017-07-21,"WAS","LAA",NA,NA,NA,NA
2017-07-21,"NYA","MIN",NA,NA,NA,NA
2017-07-21,"TB","OAK",NA,NA,NA,NA
2017-07-21,"ARI","CIN",NA,NA,NA,NA
2017-07-21,"CHN","ATL",NA,NA,NA,NA
2017-07-21,"SD","COL",NA,NA,NA,NA
2017-07-21,"PHI","MIA",NA,NA,NA,NA
2017-07-21,"MIL","PIT",NA,NA,NA,NA
2017-07-21,"STL","NYN",NA,NA,NA,NA
2017-07-22,"TEX","BAL",NA,NA,NA,NA
2017-07-22,"TOR","BOS",NA,NA,NA,NA
2017-07-22,"LAN","CHA",NA,NA,NA,NA
2017-07-22,"CLE","SF",NA,NA,NA,NA
2017-07-22,"DET","KC",NA,NA,NA,NA
2017-07-22,"SEA","HOU",NA,NA,NA,NA
2017-07-22,"WAS","LAA",NA,NA,NA,NA
2017-07-22,"NYA","MIN",NA,NA,NA,NA
2017-07-22,"TB","OAK",NA,NA,NA,NA
2017-07-22,"ARI","CIN",NA,NA,NA,NA
2017-07-22,"CHN","ATL",NA,NA,NA,NA
2017-07-22,"SD","COL",NA,NA,NA,NA
2017-07-22,"PHI","MIA",NA,NA,NA,NA
2017-07-22,"MIL","PIT",NA,NA,NA,NA
2017-07-22,"STL","NYN",NA,NA,NA,NA
2017-07-23,"TEX","BAL",NA,NA,NA,NA
2017-07-23,"TOR","BOS",NA,NA,NA,NA
2017-07-23,"DET","KC",NA,NA,NA,NA
2017-07-23,"NYA","SEA",NA,NA,NA,NA
2017-07-23,"ARI","CIN",NA,NA,NA,NA
2017-07-23,"ATL","LAN",NA,NA,NA,NA
2017-07-23,"MIL","PIT",NA,NA,NA,NA
2017-07-23,"STL","NYN",NA,NA,NA,NA
2017-07-23,"SD","SF",NA,NA,NA,NA
2017-07-24,"HOU","BAL",NA,NA,NA,NA
2017-07-24,"BOS","LAA",NA,NA,NA,NA
2017-07-24,"CHA","KC",NA,NA,NA,NA
2017-07-24,"TOR","CLE",NA,NA,NA,NA
2017-07-24,"DET","MIN",NA,NA,NA,NA
2017-07-24,"NYA","SEA",NA,NA,NA,NA
2017-07-24,"OAK","NYN",NA,NA,NA,NA
2017-07-24,"TEX","TB",NA,NA,NA,NA
2017-07-24,"WAS","ARI",NA,NA,NA,NA
2017-07-24,"ATL","LAN",NA,NA,NA,NA
2017-07-24,"STL","CHN",NA,NA,NA,NA
2017-07-24,"MIA","CIN",NA,NA,NA,NA
2017-07-24,"PIT","COL",NA,NA,NA,NA
2017-07-24,"MIL","PHI",NA,NA,NA,NA
2017-07-24,"SD","SF",NA,NA,NA,NA
2017-07-25,"HOU","BAL",NA,NA,NA,NA
2017-07-25,"BOS","LAA",NA,NA,NA,NA
2017-07-25,"CHA","KC",NA,NA,NA,NA
2017-07-25,"TOR","CLE",NA,NA,NA,NA
2017-07-25,"DET","MIN",NA,NA,NA,NA
2017-07-25,"NYA","SEA",NA,NA,NA,NA
2017-07-25,"OAK","NYN",NA,NA,NA,NA
2017-07-25,"TEX","TB",NA,NA,NA,NA
2017-07-25,"WAS","ARI",NA,NA,NA,NA
2017-07-25,"ATL","LAN",NA,NA,NA,NA
2017-07-25,"STL","CHN",NA,NA,NA,NA
2017-07-25,"MIA","CIN",NA,NA,NA,NA
2017-07-25,"PIT","COL",NA,NA,NA,NA
2017-07-25,"MIL","PHI",NA,NA,NA,NA
2017-07-25,"SD","SF",NA,NA,NA,NA
2017-07-26,"HOU","BAL",NA,NA,NA,NA
2017-07-26,"BOS","LAA",NA,NA,NA,NA
2017-07-26,"CHA","KC",NA,NA,NA,NA
2017-07-26,"TOR","CLE",NA,NA,NA,NA
2017-07-26,"DET","MIN",NA,NA,NA,NA
2017-07-26,"NYA","SEA",NA,NA,NA,NA
2017-07-26,"OAK","NYN",NA,NA,NA,NA
2017-07-26,"TEX","TB",NA,NA,NA,NA
2017-07-26,"WAS","ARI",NA,NA,NA,NA
2017-07-26,"ATL","LAN",NA,NA,NA,NA
2017-07-26,"STL","CHN",NA,NA,NA,NA
2017-07-26,"MIA","CIN",NA,NA,NA,NA
2017-07-26,"PIT","COL",NA,NA,NA,NA
2017-07-26,"MIL","PHI",NA,NA,NA,NA
2017-07-26,"SD","SF",NA,NA,NA,NA
2017-07-27,"BAL","TB",NA,NA,NA,NA
2017-07-27,"BOS","SEA",NA,NA,NA,NA
2017-07-27,"CHA","CHN",NA,NA,NA,NA
2017-07-27,"KC","DET",NA,NA,NA,NA
2017-07-27,"HOU","PHI",NA,NA,NA,NA
2017-07-27,"MIN","LAN",NA,NA,NA,NA
2017-07-27,"OAK","TOR",NA,NA,NA,NA
2017-07-27,"MIA","TEX",NA,NA,NA,NA
2017-07-27,"ATL","ARI",NA,NA,NA,NA
2017-07-27,"COL","STL",NA,NA,NA,NA
2017-07-27,"NYN","SD",NA,NA,NA,NA
2017-07-27,"PIT","SF",NA,NA,NA,NA
2017-07-28,"BAL","TB",NA,NA,NA,NA
2017-07-28,"BOS","SEA",NA,NA,NA,NA
2017-07-28,"CHA","CHN",NA,NA,NA,NA
2017-07-28,"LAA","CLE",NA,NA,NA,NA
2017-07-28,"KC","DET",NA,NA,NA,NA
2017-07-28,"HOU","PHI",NA,NA,NA,NA
2017-07-28,"MIN","LAN",NA,NA,NA,NA
2017-07-28,"CIN","NYA",NA,NA,NA,NA
2017-07-28,"OAK","TOR",NA,NA,NA,NA
2017-07-28,"MIA","TEX",NA,NA,NA,NA
2017-07-28,"ATL","ARI",NA,NA,NA,NA
2017-07-28,"COL","STL",NA,NA,NA,NA
2017-07-28,"MIL","WAS",NA,NA,NA,NA
2017-07-28,"NYN","SD",NA,NA,NA,NA
2017-07-28,"PIT","SF",NA,NA,NA,NA
2017-07-29,"BAL","TB",NA,NA,NA,NA
2017-07-29,"BOS","SEA",NA,NA,NA,NA
2017-07-29,"CHN","CHA",NA,NA,NA,NA
2017-07-29,"LAA","CLE",NA,NA,NA,NA
2017-07-29,"KC","DET",NA,NA,NA,NA
2017-07-29,"HOU","PHI",NA,NA,NA,NA
2017-07-29,"MIN","LAN",NA,NA,NA,NA
2017-07-29,"CIN","NYA",NA,NA,NA,NA
2017-07-29,"OAK","TOR",NA,NA,NA,NA
2017-07-29,"MIA","TEX",NA,NA,NA,NA
2017-07-29,"ATL","ARI",NA,NA,NA,NA
2017-07-29,"COL","STL",NA,NA,NA,NA
2017-07-29,"MIL","WAS",NA,NA,NA,NA
