GameId,GameString,GameDate,LastName,FirstName,MLBId,PlayerName,PlayerId,Team,TeamNbr,Pos,PrevDayGamesPlayed,G,GS,INN,PO,A,E,DP,TP,PB,FPctP,SB,CS,PKOF,FPctC,Outs,Chances,Zone,FPct,Pivots2B,Cint,Cer,Cera,Efield,Ethrow
,,,Buchholz,Clay,453329,"Buchholz Clay",3543,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Frias,Carlos David,516910,"Frias Carlos",3547,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hendriks,Liam,521230,"Hendriks Liam",3548,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Richard,Clayton,453385,"Richard Clayton",3551,SD,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Barnette,Anthony,501817,"Barnette Tony",3555,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nina,Angelys,516689,"Nina Angelys",3559,PHI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wilson,Christopher,450351,"Wilson C.J.",3580,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Schlitter,Brian,489295,"Schlitter Brian",3599,COL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rivera,Rene,425784,"Rivera Rene",3648,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Johnson,James,462382,"Johnson Jim",3656,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ondrusek,Logan,446185,"Ondrusek Logan",3677,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Soto,Geovany,434567,"Soto Geovany",3707,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Davis,Rajai,434658,"Davis Rajai",3708,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jimenez,Cesar,462945,"Jimenez Cesar",3762,MIL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wright,David,431151,"Wright David",3787,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hardy,James,429666,"Hardy J.J.",3797,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Petit,Gregorio,463610,"Petit Gregorio",3812,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Latos,Mat,502009,"Latos Mat",3815,WAS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nolasco,Carlos,445060,"Nolasco Ricky",3830,LAA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Buschmann,Matthew,501936,"Buschmann Matt",3832,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Duke,Zachary,435043,"Duke Zach",3840,STL,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Oberholtzer,Brett,519085,"Oberholtzer Brett",3855,LAA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,de la Rosa,Rubby Carlos,523989,"de la Rosa Rubby",3862,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Stewart,Chris,455755,"Stewart Chris",3878,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Young,Christopher,455759,"Young Chris",3882,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Floyd,Gavin,425856,"Floyd Gavin",3886,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Reddick,William,502210,"Reddick Josh",3892,LAN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Burgos,Enrique,542609,"Burgos Enrique",3895,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Martinez,Osvaldo,501954,"Martinez Ozzie",3900,BAL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Fien,Casey,502272,"Fien Casey",3926,LAN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Schlehuber,Braeden Kenneth,543750,"Schlehuber Braeden",3947,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Magill,Matthew,543483,"Magill Matt",3950,CIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mujica,Edward,465629,"Mujica Edward",3970,MIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Parrino,Andrew,519107,"Parrino Andy",3972,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Heisey,Chris,502317,"Heisey Chris",3978,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Volquez,Edinson,450172,"Volquez Edinson",3990,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Romero,Enny Manuel,544836,"Romero Enny",4001,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hicks,Brandon,518794,"Hicks Brandon",4003,LAN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sands,Gerald,543742,"Sands Jerry",4016,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Petit,Yusmeiro,433589,"Petit Yusmeiro",4020,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cabrera,Melky,466320,"Cabrera Melky",4022,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Santiago,Phil Felipe,502327,"Santiago Hector",4026,MIN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Reifer,Adam James,519179,"Reifer Adam",4029,TB,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Miguel Antonio,544838,"Gonzalez Miguel",4049,DET,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Johnson,Steven David,489002,"Johnson Steve",4053,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Bonifacio,Emilio,466988,"Bonifacio Emilio",4054,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Fowler,Dexter,451594,"Fowler Dexter",4062,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Recker,Anthony,489232,"Recker Anthony",4063,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Duensing,Brian,488846,"Duensing Brian",4064,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Strop,Pedro,467008,"Strop Pedro",4070,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Tazawa,Junichi,547749,"Tazawa Junichi",4079,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Runzler,Dan Joseph,502130,"Runzler Dan",4080,MIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Aybar,Erick,430947,"Aybar Erick",4082,DET,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Russell,James,460701,"Russell James",4089,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gregerson,Luke,502381,"Gregerson Luke",4090,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Brantley,Michael,488726,"Brantley Michael",4106,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Thomas,Mark,502620,"Thomas Mark",4118,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Villanueva,Carlos,453646,"Villanueva Carlos",4138,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Holland,Derek,502706,"Holland Derek",4141,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Diaz,Jonathan,502409,"Diaz Jonathan",4142,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hernandez,Gorkys,491676,"Hernandez Gorkys",4146,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Arrieta,Jacob,453562,"Arrieta Jake",4153,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Iribarren,Hernan,454975,"Iribarren Hernan",4177,CIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Escobar,Yunel,488862,"Escobar Yunel",4191,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Zimmerman,Ryan,475582,"Zimmerman Ryan",4220,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kendrick,Howard,435062,"Kendrick Howie",4229,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Weaver,Jered,450308,"Weaver Jered",4235,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lobaton,Jose,446653,"Lobaton Jose",4243,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Robinson,Shane,453203,"Robinson Shane",4249,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Drew,Stephen,452220,"Drew Stephen",4251,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Huff,David,453307,"Huff David",4257,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hernandez,David,456696,"Hernandez David",4259,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Melancon,Mark,453343,"Melancon Mark",4264,WAS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Parra,Manuel,448159,"Parra Manny",4279,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hayes,Brett,451109,"Hayes Brett",4293,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wieters,Matthew,446308,"Wieters Matt",4298,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Albers,Matthew,458006,"Albers Matt",4300,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wilson,Justin,458677,"Wilson Justin",4301,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Votto,Joey,458015,"Votto Joey",4314,CIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Murphy,Daniel Thomas,502517,"Murphy Daniel",4316,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Chatwood,Tyler Cole,543022,"Chatwood Tyler",4338,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Drabek,Kyle,475138,"Drabek Kyle",4359,SF,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Van Slyke,Scott T,475100,"Van Slyke Scott",4365,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hellickson,Jeremy,476451,"Hellickson Jeremy",4371,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kratz,Erik,456124,"Kratz Erik",4403,TOR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lowrie,Jed,476704,"Lowrie Jed",4418,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mills,Bradley,502166,"Mills Brad",4420,SEA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Niese,Jonathon J,477003,"Niese Jon",4424,NYN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wall,Joshua M,476205,"Wall Josh",4436,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Tolleson,Steven,476270,"Tolleson Steve",4450,BAL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Baxter,Michael,488689,"Baxter Mike",4464,SEA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Moss,Brandon,461235,"Moss Brandon",4467,STL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Zimmermann,Jordan,519455,"Zimmermann Jordan",4505,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Harris,Mitchell Andrew,518771,"Harris Mitch",4530,STL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hammel,Jason,434628,"Hammel Jason",4538,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Smith,Christopher,434672,"Smith Chris",4544,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Loney,James,425766,"Loney James",4556,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Castro,Starlin DeJesus,516770,"Castro Starlin",4579,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Martin,Russell,431145,"Martin Russell",4616,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pimentel,Carlos,522228,"Pimentel Carlos",4619,SD,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Thatcher,Joe,491159,"Thatcher Joe",4620,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Beresford,James Richard,503437,"Beresford James",4626,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McCarthy,Brandon,435221,"McCarthy Brandon",4662,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lake,Junior Osvaldo,516809,"Lake Junior",4672,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Morton,Charlie,450203,"Morton Charlie",4676,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Neshek,Patrick,450212,"Neshek Pat",4682,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jones,Nathan Andrew,518858,"Jones Nate",4696,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Revere,Ben Daniel,519184,"Revere Ben",4712,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Headley,Chase J,452104,"Headley Chase",4720,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ellsbury,Jacoby M,453056,"Ellsbury Jacoby",4727,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cain,Matthew,430912,"Cain Matt",4732,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Granderson,Curtis,434158,"Granderson Curtis",4747,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Broxton,Jonathan,455009,"Broxton Jonathan",4759,STL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hernandez,Felix,433587,"Hernandez Felix",4772,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Shoemaker,Matthew D.,533167,"Shoemaker Matt",4776,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Liriano,Rymer Omar,542642,"Liriano Rymer",4779,MIL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pestano,Vinnie,502260,"Pestano Vinnie",4782,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Francoeur,Jeff,425796,"Francoeur Jeff",4792,MIA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ishikawa,Travis,448170,"Ishikawa Travis",4793,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hill,Richard,448179,"Hill Rich",4806,LAN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McCann,Brian,435263,"McCann Brian",4810,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Blanton,Joseph,430599,"Blanton Joe",4849,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Dyson,Jarrod Martel,502481,"Dyson Jarrod",4866,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Montgomery,Michael,543557,"Montgomery Mike",4869,CHN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gomez,Raywilly,542466,"Gomez Raywilly",4877,NYN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Maurer,Brandon,543506,"Maurer Brandon",4878,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gomez,Carlos,460576,"Gomez Carlos",4881,TEX,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Moylan,Peter,493247,"Moylan Peter",4891,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Moustakas,Michael,519058,"Moustakas Mike",4892,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kazmir,Scott,431148,"Kazmir Scott",4897,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Dominguez,Matthew Scott,518625,"Dominguez Matt",4903,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Parker,Jarrod,519105,"Parker Jarrod",4913,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Colon,Joseph,571572,"Colon Joseph",4920,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Inciarte,Ender David,542255,"Inciarte Ender",4922,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lester,Jonathan,452657,"Lester Jon",4930,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jones,Chris,518854,"Jones Chris",4936,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Heyward,Jason,518792,"Heyward Jason",4940,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Stanton,Michael Cruz-Michael,519317,"Stanton Giancarlo",4949,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hanigan,Ryan,452672,"Hanigan Ryan",4952,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,De Fratus,Justin,518603,"De Fratus Justin",4955,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cabrera,Asdrubal,452678,"Cabrera Asdrubal",4962,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Campana,Anthony Edward,542999,"Campana Tony",4964,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Doolittle,Ryan Scott,543114,"Doolittle Ryan",4968,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Valbuena,Luis,472528,"Valbuena Luis",4969,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Salas,Noel,477569,"Salas Fernando",4971,NYN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hamels,Colbert,430935,"Hamels Cole",4972,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Abad,Fernando,472551,"Abad Fernando",4994,BOS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Vogt,Stephen Guy,519390,"Vogt Stephen",5000,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Diekman,Jacob Tanner,518617,"Diekman Jake",5003,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McPherson,Kyle Landon,519015,"McPherson Kyle",5009,TB,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Upton Jr.,Melvin,425834,"Upton Jr. Melvin",5015,TOR,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Schultz,Patrick Bowen,544759,"Schultz Bo",5028,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Donaldson,Joshua,518626,"Donaldson Josh",5038,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Fields,Joshua,451661,"Fields Josh",5070,LAN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Diamond,Scott,539438,"Diamond Scott",5089,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gose,Anthony Robert,543238,"Gose Anthony",5097,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Marte,Jefry Leonal,527043,"Marte Jefry",5107,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Familia,Jeurys,544727,"Familia Jeurys",5114,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ramirez,Alexei,493351,"Ramirez Alexei",5133,TB,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Frieri,Ernesto,457117,"Frieri Ernesto",5178,PHI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Marte,Kelvin,517629,"Marte Kelvin",5200,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pelfrey,Michael,460059,"Pelfrey Mike",5203,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gordon,Alex,460086,"Gordon Alex",5209,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Marte,Alfredo,501245,"Marte Alfredo",5212,BAL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,LeBlanc,Wade,453281,"LeBlanc Wade",5221,PIT,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Upton,Justin,457708,"Upton Justin",5222,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Maybin,Cameron,457727,"Maybin Cameron",5223,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Parker,Richard,453284,"Parker Blake",5224,NYA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jay,Jonathan,445055,"Jay Jon",5227,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mazzaro,Vince,476570,"Mazzaro Vin",5231,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Turner,Justin,457759,"Turner Justin",5235,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Galloway,Isaac,543194,"Galloway Isaac",5238,MIA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lawrie,Brett,543434,"Lawrie Brett",5247,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Grossman,Robert Edward,543257,"Grossman Robbie",5254,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Leon,Sandy David,506702,"Leon Sandy",5273,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cervelli,Francisco,465041,"Cervelli Francisco",5275,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gosewisch,James,488912,"Gosewisch Tuffy",5277,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ciriaco,Pedro,465674,"Ciriaco Pedro",5278,DET,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Tillman,Christopher,501957,"Tillman Chris",5279,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hicks,Aaron,543305,"Hicks Aaron",5297,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Skipworth,Kyle Trent,543788,"Skipworth Kyle",5298,CIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Presley,Alexander,502100,"Presley Alex",5305,DET,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Negron,Kristopher David,502117,"Negron Kristopher",5306,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Zarraga,Shawn,519452,"Zarraga Shawn",5326,LAN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Crawford,Brandon,543063,"Crawford Brandon",5343,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Solarte,Yangervis Alfredo,500208,"Solarte Yangervis",5352,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Alvarez,Jose Ricardo,501625,"Alvarez Jose",5358,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Freeman,Freddie Charles,518692,"Freeman Freddie",5361,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Aumont,Phillippe,518418,"Aumont Phillippe",5362,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Banuelos,Manuel,544365,"Banuelos Manny",5365,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Perez,Juan Carlos,543633,"Perez Juan",5371,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pineda,Michael Francisco,501381,"Pineda Michael",5372,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lagares,Juan Osvaldo,501571,"Lagares Juan",5384,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lambo,Andrew,518911,"Lambo Andrew",5386,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Graterol,Juan,492802,"Graterol Juan",5398,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Peacock,Bradley,502748,"Peacock Brad",5401,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Smolinski,Jacob,519295,"Smolinski Jake",5408,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sandoval,Pablo,467055,"Sandoval Pablo",5409,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Altuve,Jose Carlos,514888,"Altuve Jose",5417,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Baez,Alberys Alberys,520980,"Baez Pedro",5420,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lombardozzi,Stephen,543459,"Lombardozzi Steve",5422,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Blair,Carson,542942,"Blair Carson",5429,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Herrera,Elian,467070,"Herrera Elian",5432,LAN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Chavez,Jesse,445926,"Chavez Jesse",5448,LAN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nava,Daniel,537953,"Nava Daniel",5450,KC,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Choi,Ji-Man,596847,"Choi Ji-Man",5452,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Paredes,Jimmy,517370,"Paredes Jimmy",5481,PHI,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pirela,Jose Manuel,517369,"Pirela Jose",5485,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Almonte,Abraham,501659,"Almonte Abraham",5486,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Romine,Austin Allen,519222,"Romine Austin",5491,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Marwin Javier,503556,"Gonzalez Marwin",5497,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Vizcaino,Arodys,527055,"Vizcaino Arodys",5498,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kottaras,George,435459,"Kottaras George",5506,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Eveland,Dana,445968,"Eveland Dana",5508,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Montero,Jesus Alejandro,524968,"Montero Jesus",5514,TOR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Higashioka,Kyle,543309,"Higashioka Kyle",5517,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Tejada,Ruben,514913,"Tejada Ruben",5519,SF,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Bumgarner,Madison,518516,"Bumgarner Madison",5524,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Logan,Boone,457429,"Logan Boone",5525,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Turley,Nikolas,543867,"Turley Nik",5530,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
