LastName,FirstName,MLBId,PlayerName,PlayerId,Team,TeamNbr,Pos,G,GS,INN,BallsInZone,MissedBallsInZone,OutsOutOfZone,CBlockingRuns,CFramingRuns,Cera
Schoop,Sharlon (Romans Emederio),463748,"Schoop Sharlon",2291,BAL,,,0,,,,,,,,
Garcia,Anthony,571685,"Garcia Anthony",11488,STL,,,0,,,,,,,,
Littrell,Corey David,592511,"Littrell Corey",14877,STL,,,0,,,,,,,,
Fleck,Kaleb Tod,592310,"Fleck Kaleb",13340,ARI,,,0,,,,,,,,
Edwards,Andrew Dalton,643294,"Edwards Andrew",15355,KC,,,0,,,,,,,,
Grosser,Alec Del,641640,"Grosser Alec Del",15710,LAN,,,0,,,,,,,,
Thompson,Cory Jarrett,642140,"Thompson Cory Jarrett",16374,CIN,,,0,,,,,,,,
Jimenez,Antonio,543362,"Jimenez A.J.",7077,TEX,,,0,,,,,,,,
Sadzeck,Connor,592712,"Sadzeck Connor",13483,TEX,,,0,,,,,,,,
Guerrero,Gabriel,602115,"Guerrero Gabriel",14528,CIN,,,0,,,,,,,,
Higashioka,Kyle,543309,"Higashioka Kyle",5517,NYA,,,0,,,,,,,,
Turner,Colton David,621394,"Turner Colton",14173,CHA,,,0,,,,,,,,
Russell,Michael Joseph,656920,"Russell Michael",17940,TB,,,0,,,,,,,,
Anderson,Brian Wade,605119,"Anderson Brian",18289,MIA,,,0,,,,,,,,
Martinez,Rodolfo,650869,"Martinez Rodolfo",17270,SF,,,0,,,,,,,,
Pries,Jordan,607061,"Pries Jordan",12003,CHN,,,0,,,,,,,,
Tirado,Alberto,610143,"Tirado Alberto",14167,PHI,,,0,,,,,,,,
Lara,Confesor,593501,"Lara Confesor",16088,MIN,,,0,,,,,,,,
Baez,Sandy,622783,"Baez Sandy",17754,DET,,,0,,,,,,,,
Herrera,Rosell Amado,594011,"Herrera Rosell",11611,COL,,,0,,,,,,,,
O'Grady,Chris Ryan,622217,"O'Grady Chris",13818,LAA,,,0,,,,,,,,
Jones,Ryder McKinley,624507,"Jones Ryder",15982,SF,,,0,,,,,,,,
Allen,Greg Lomack,656185,"Allen Greg",16623,CLE,,,0,,,,,,,,
Cordero,Jimmy Gerard,622772,"Cordero Jimmy",15690,WAS,,,0,,,,,,,,
Leon,Arcenio,455376,"Leon Arcenio",8846,DET,,,0,,,,,,,,
Nido,Tomas,621512,"Nido Tomas",13755,NYN,,,0,,,,,,,,
Gamache,Dan Joseph,607240,"Gamache Dan",12404,PIT,,,0,,,,,,,,
Nina,Angelys,516689,"Nina Angelys",3559,PHI,,,0,,,,,,,,
Silviano,John,623195,"Silviano John",15129,MIA,,,0,,,,,,,,
Ellis,Chris John,595939,"Ellis Chris",16125,STL,,,0,,,,,,,,
Neiman,Troy Davenport,645521,"Neiman Troy",15584,COL,,,0,,,,,,,,
Blandino,Alex,607468,"Blandino Alex",16271,CIN,,,0,,,,,,,,
Kingham,Nicholas Gordan,592468,"Kingham Nick",11694,PIT,,,0,,,,,,,,
Beede,Tyler Joseph,595881,"Beede Tyler",16981,SF,,,0,,,,,,,,
Huntzinger,Brock,518830,"Huntzinger Brock",6516,COL,,,0,,,,,,,,
Schultz,Jaime Matthew,621289,"Schultz Jaime",15066,TB,,,0,,,,,,,,
Bell,Chadwick Micah,518445,"Bell Chadwick",10297,DET,,,0,,,,,,,,
Kieboom,Spencer John,571851,"Kieboom Spencer",13300,WAS,,,0,,,,,,,,
Hope,Garrett,665579,"Hope Garrett",18624,LAN,,,0,,,,,,,,
Roller,Kyle Matthew,572393,"Roller Kyle",10692,TB,,,0,,,,,,,,
Mercedes,Simon,602925,"Mercedes Simon",14688,BOS,,,0,,,,,,,,
Smith,Nate David,642091,"Smith Nate",15229,LAA,,,0,,,,,,,,
Wilson,Jacob Clinton,607111,"Wilson Jacob",13254,STL,,,0,,,,,,,,
Lamb,Will Bradley,605327,"Lamb Will",12275,CHA,,,0,,,,,,,,
Roibal,Reinier,547977,"Roibal Reinier",11634,PHI,,,0,,,,,,,,
Stamets,Eric,608715,"Stamets Eric",13795,CLE,,,0,,,,,,,,
Silva,Rainis Antonio,629502,"Silva Rainis",17290,MIN,,,0,,,,,,,,
Lukes,Nathan Donald,664770,"Lukes Nathan",18123,TB,,,0,,,,,,,,
Holmes,Clay,605280,"Holmes Clay",13649,PIT,,,0,,,,,,,,
Gohara,Luiz Henrique,627894,"Gohara Luiz",15166,ATL,,,0,,,,,,,,
Martin,Kyle,573016,"Martin Kyle",14860,BOS,,,0,,,,,,,,
Salcedo,Erick Joe,593137,"Salcedo Erick",15856,BAL,,,0,,,,,,,,
Povse,Max Walter,605428,"Povse Max",16165,SEA,,,0,,,,,,,,
Mier,Jiovanni James,545353,"Mier Jio",9779,TOR,,,0,,,,,,,,
Mateo,Jorge,622761,"Mateo Jorge",17273,NYA,,,0,,,,,,,,
Valentin,Jesmuel Jose,621044,"Valentin Jesmuel",14548,PHI,,,0,,,,,,,,
Perez,David,593634,"Perez David",11900,TEX,,,0,,,,,,,,
Wade,Tyler Dean,642180,"Wade Tyler",15730,NYA,,,0,,,,,,,,
Paniagua,Juan Carlos,570883,"Paniagua Juan",14356,CHN,,,0,,,,,,,,
Palka,Daniel Bennett,594953,"Palka Daniel",14897,MIN,,,0,,,,,,,,
Dirks,Caleb Timothy,656375,"Dirks Caleb",16626,ATL,,,0,,,,,,,,
Peters,Dillon,596071,"Peters Dillon",18790,MIA,,,0,,,,,,,,
Weiss,Zack,592848,"Weiss Zack",15444,CIN,,,0,,,,,,,,
Lockett,Andrew Walker,621141,"Lockett Walker",13804,SD,,,0,,,,,,,,
Anderson,Brian E.,545138,"Anderson Brian",8417,MIA,,,0,,,,,,,,
Haynes,Kyle Michael,623401,"Haynes Kyle",13827,NYA,,,0,,,,,,,,
Appel,Mark Stewart,571446,"Appel Mark",14823,PHI,,,0,,,,,,,,
Jones,Chris,518854,"Jones Chris",4936,LAA,,,0,,,,,,,,
Tellez,Rowdy,642133,"Tellez Rowdy",15679,TOR,,,0,,,,,,,,
